Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;NumRepeticion
3695;25,16039;-0,0495;1,104;0,0546;37,1599;352,153;4,8173;True;True;0,0694;0,715;0,3198;358,8799;46,8334;3,3999;0,5359;0,3436;0,0122;-171,5186;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13
3700;25,24039;-0,0535;1,103;0,0579;36,6491;350,5402;4,2899;True;True;0,0926;0,7814;0,31;354,9618;45,463;355,1888;0,2925;0,7854;-0,1636;-165,0336;True;False;False;1,0;1,0;0,7843;0,5608;0,0;0,0;0,0;0,0;13
3710;25,38039;-0,0611;1,0994;0,0589;36,5248;339,2189;357,4709;True;True;0,0594;0,8681;0,2884;359,0658;39,771;334,2352;-1,0223;0,1347;0,0915;-157,5193;True;False;False;1,0;1,0;0,7813;0,5174;0,0;0,0;0,0;0,0;14
3715;25,46039;-0,0646;1,0965;0,054;38,0244;333,2795;354,0146;True;True;-0,003;0,8507;0,2778;356,1942;31,3894;327,671;-1,147;-0,7378;-0,1295;-155,9778;True;False;False;1,0;1,0;0,7439;0,4705;0,0;0,0;0,0;0,0;14
3720;25,54039;-0,0662;1,0957;0,0506;38,4881;330,5518;352,4052;True;True;-0,0602;0,8072;0,2667;351,8512;23,1659;331,63;-0,3717;-0,3029;-0,1295;-156,0109;True;False;False;1,0;1,0;0,7506;0,4873;0,0;0,0;0,0;0,0;14
3735;25,7604;-0,0727;1,0978;0,0545;37,9384;328,3423;351,4846;True;True;-0,0929;0,7198;0,2828;339,2287;11,0778;17,2215;0,0531;0,0801;-0,1982;-175,4243;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3740;25,8404;-0,0715;1,0969;0,0572;38,5034;329,1931;351,5221;True;True;-0,0858;0,7194;0,2852;337,4969;13,6517;12,59;0,1571;0,0979;0,0462;-177,0278;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3745;25,9204;-0,068;1,0947;0,0598;39,0946;332,9259;352,9206;True;True;-0,0801;0,7286;0,2861;340,6735;13,9052;11,9158;0,0499;0,0798;-0,0021;-175,9391;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3750;25,9804;-0,0645;1,0934;0,0617;39,5383;337,8378;355,9962;True;True;-0,0651;0,747;0,284;346,2857;14,8713;7,2744;0,3302;0,5795;-0,1344;-175,6781;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3755;26,06041;-0,0568;1,0925;0,0641;40,5134;349,2183;3,1008;True;True;-0,0067;0,8412;0,2433;343,3736;16,1867;353,9572;1,5057;1,8379;-1,0007;-170,8874;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3760;26,14041;-0,0486;1,0897;0,0659;40,0878;358,891;9,5307;True;True;0,0644;0,8439;0,2495;348,8529;23,4505;339,6441;0,6189;-0,0087;0,0374;-167,7141;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3765;26,20041;-0,0422;1,0885;0,0646;40,5307;3,8146;11,9468;True;True;0,1012;0,8055;0,2468;0,506;33,4863;324,774;0,6835;-0,9524;-0,5513;-156,7337;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3770;26,28041;-0,0384;1,0896;0,0621;40,3104;5,805;12,4064;True;True;0,1287;0,723;0,2736;0,943;43,6763;322,4552;0,255;-0,6269;0,1919;-144,7133;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3775;26,34041;-0,0379;1,0897;0,0599;40,3902;6,4548;13,0901;True;True;0,1294;0,7011;0,2568;349,2019;45,8913;347,5376;-0,0372;-0,3566;-0,4241;-146,7373;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3780;26,42041;-0,0393;1,0887;0,0585;41,4982;5,4417;13,199;True;True;0,1158;0,6725;0,2522;344,7236;41,7763;359,9275;-0,0568;-0,1637;0,0083;-153,4023;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3785;26,48042;-0,0422;1,0892;0,0592;41,9473;2,994;11,9435;True;True;0,1107;0,6894;0,2673;346,8658;36,6313;6,142;-0,2042;0,4298;0,2656;-160,8904;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3790;26,56042;-0,0455;1,0903;0,0613;41,8805;0,0704;9,9839;True;True;0,1072;0,7096;0,2777;351,8106;34,5214;357,0724;-0,0641;0,1728;0,1562;-160,7099;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3795;26,62042;-0,0465;1,09;0,0655;41,606;357,5545;8,5889;True;True;0,1045;0,7529;0,2854;358,1208;33,2416;343,7389;-0,2302;1,239;0,1476;-150,3776;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14
3800;26,70042;-0,0452;1,0889;0,068;41,7218;354,1816;5,3433;True;True;0,0877;0,8192;0,286;357,9103;33,8253;333,2417;-0,1691;0,5564;0,0801;-143,9267;True;False;False;1,0;1,0;0,781;0,5324;0,0;0,0;0,0;0,0;14
3805;26,76042;-0,0438;1,0886;0,068;41,58;349,7537;1,863;True;True;0,0475;0,8421;0,2871;353,4669;28,0696;317,593;-0,9576;0,3552;0,0703;-142,3156;True;False;False;1,0;1,0;0,747;0,4844;0,0;0,0;0,0;0,0;15
3815;26,90042;-0,049;1,0958;0,0588;38,6443;337,0942;354,0298;True;True;-0,0556;0,8065;0,305;351,1149;13,933;334,7108;-0,7595;-1,1766;0,3937;-148,6596;True;False;False;1,0;1,0;0,7157;0,4191;0,0;0,0;0,0;0,0;15
3820;26,98043;-0,0516;1,0997;0,0543;37,4141;331,7487;351,137;True;True;-0,0929;0,7401;0,3429;350,3453;12,8733;350,3047;-0,3462;-0,4467;0,2755;-154,8362;True;False;False;1,0;1,0;0,7134;0,4069;0,0;0,0;0,0;0,0;15
3825;27,04043;-0,0541;1,1027;0,0544;36,2946;328,8252;349,3147;True;True;-0,1062;0,7273;0,33;347,7576;20,016;12,6043;-0,4127;0,6557;-0,9455;-164,4348;True;False;False;1,0;1,0;0,7932;0,5552;0,0;0,0;0,0;0,0;15
3830;27,12043;-0,0571;1,1019;0,0569;35,7594;328,1646;349,1818;True;True;-0,1101;0,739;0,3072;336,52;27,5326;25,8831;-0,102;-0,2974;0,3985;161,0666;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3835;27,20043;-0,0564;1,1009;0,0592;36,7083;328,4841;349,379;True;True;-0,1059;0,7368;0,3145;340,8778;28,9069;23,5834;0,0564;-0,0069;0,0241;163,1556;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3840;27,28043;-0,0534;1,1013;0,0621;36,2523;331,1242;350,3865;True;True;-0,097;0,7398;0,3146;340,5491;29,4202;26,3527;0,0685;0,0292;0,009;163,9932;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3850;27,42044;-0,0436;1,1027;0,0674;35,585;343,054;356,6913;True;True;-0,0519;0,8249;0,2839;339,891;34,8207;20,1728;0,5711;1,0575;-0,6465;162,4900;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3855;27,50044;-0,0299;1,1;0,0699;36,45;357,3774;5,4683;True;True;0,0337;0,8596;0,2528;340,4618;39,409;6,4481;1,1286;-0,2085;0,3203;159,8976;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3865;27,64044;-0,0148;1,0943;0,0667;36,5174;17,4323;19,2372;True;True;0,1636;0,8112;0,2772;352,0258;44,6397;332,0944;1,2779;-0,6243;0,4233;-159,4967;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3875;27,78045;-0,0141;1,0974;0,0604;36,0962;15,1887;16,9868;True;True;0,2352;0,7342;0,2779;344,9911;66,9437;356,502;-0,0482;-0,2005;-0,2083;-167,1043;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3885;27,92045;-0,0146;1,1003;0,0586;36,281;12,1672;15,0045;True;True;0,2325;0,709;0,29;344,0008;66,5571;12,1083;-0,1281;0,2534;-0,0183;-173,1992;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3895;28,06045;-0,0215;1,1002;0,0687;35,5446;4,5662;11,0865;True;True;0,2218;0,7375;0,3036;359,492;62,2938;2,98;-0,2094;0,091;-0,049;-179,4582;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15
3905;28,20045;-0,0204;1,0945;0,073;38,5567;351,5941;2,0774;True;True;0,1097;0,8389;0,281;1,3684;36,9724;329,9421;-0,8565;0,5138;-0,3112;-148,1989;True;False;False;1,0;1,0;1,0;0,9625;0,0;0,0;0,0;0,0;15
3915;28,34046;-0,0272;1,0948;0,0687;37,4625;336,1698;352,2006;True;True;-0,0277;0,8153;0,2866;348,8655;18,8808;333,506;-0,6064;-0,1824;0,0466;-164,4693;True;False;False;1,0;1,0;1,0;0,8793;0,0;0,0;0,0;0,0;16
3920;28,42046;-0,0351;1,0962;0,065;36,1289;328,2733;348,1167;True;True;-0,095;0,7421;0,3165;349,6931;14,7107;335,5459;-0,5731;-0,4542;0,2487;-160,4749;True;False;False;1,0;1,0;0,9917;0,7152;0,0;0,0;0,0;0,0;16
3930;28,56046;-0,0462;1,0986;0,0655;35,0163;324,3622;346,5676;True;True;-0,1201;0,7093;0,2899;339,9561;16,6521;1,3549;0,071;0,2411;-0,3699;-169,1726;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3935;28,64046;-0,0481;1,098;0,0659;36,2436;324,7717;346,912;True;True;-0,1209;0,7253;0,2799;339,932;21,0294;12,0364;0,0345;-0,0823;0,1197;164,6891;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3940;28,72047;-0,0502;1,0981;0,0665;36,0888;326,474;347,8016;True;True;-0,1136;0,7159;0,2904;341,3841;23,6188;15,5287;0,0761;-0,0333;0,1432;162,5778;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3945;28,80047;-0,0533;1,0977;0,066;36,5976;328,5687;349,5403;True;True;-0,112;0,7249;0,2946;341,143;25,3592;14,6318;0,0169;0,1227;0,0473;165,3833;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3960;29,02047;-0,0394;1,0924;0,0659;39,6693;2,3819;11,7772;True;True;0,0281;0,8603;0,2122;346,6693;35,0909;336,5504;0,4241;-0,228;-0,0375;-165,2818;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3970;29,16048;-0,0394;1,0951;0,0566;39,4418;4,1503;11,693;True;True;0,112;0,7789;0,2861;358,1382;41,991;308,1801;0,1203;-0,4932;0,2474;-138,1588;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3980;29,30048;-0,0432;1,1027;0,0466;37,7988;2,5468;10,7498;True;True;0,1279;0,7077;0,3101;352,4166;59,2474;341,6428;-0,1343;-0,0625;-0,0594;-150,6011;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
3990;29,44048;-0,0485;1,1074;0,0446;36,7965;359,738;10,385;True;True;0,1227;0,6966;0,3179;351,1064;57,7276;8,2826;0,2845;-0,559;0,3128;172,0639;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
4000;29,58049;-0,0483;1,1057;0,0528;36,6569;356,9832;8,5725;True;True;0,1089;0,7552;0,314;355,7704;54,894;359,5135;-0,1153;0,2851;-0,0242;-169,7756;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16
4010;29,72049;-0,0471;1,1068;0,0554;35,879;346,5181;1,3745;True;True;0,044;0,85;0,2969;354,5483;42,0116;320,0994;-0,4604;0,4454;-0,1106;-144,6119;True;False;False;1,0;1,0;0,9451;0,6711;0,0;0,0;0,0;0,0;16
4015;29,78049;-0,0524;1,1065;0,0504;35,6599;338,9599;356,8167;True;True;-0,0162;0,8372;0,2873;357,2217;31,6705;319,9902;-1,3548;-0,3211;0,2357;-150,7851;True;False;False;1,0;1,0;0,9156;0,6416;0,0;0,0;0,0;0,0;17
4020;29,86049;-0,0577;1,1061;0,0439;36,2786;332,6711;353,5135;True;True;-0,0669;0,7949;0,3076;355,2152;26,184;326,2447;-0,4503;-0,3329;0,1808;-154,7642;True;False;False;1,0;1,0;0,8145;0,5527;0,0;0,0;0,0;0,0;17
4025;29,94049;-0,0619;1,1086;0,0386;35,995;326,9779;350,7878;True;True;-0,1093;0,7217;0,318;350,2089;22,7375;335,1248;-0,3735;-0,5493;0,1885;-156,6844;True;False;False;1,0;1,0;0,7732;0,5154;0,0;0,0;0,0;0,0;17
4035;30,0805;-0,0618;1,1117;0,0408;35,2033;325,3664;348,0881;True;True;-0,1176;0,7386;0,2942;346,2206;29,5635;14,0049;0,0452;-0,1959;0,1158;170,2887;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4040;30,1605;-0,061;1,1114;0,0433;35,6428;326,9921;348,8635;True;True;-0,1144;0,7238;0,314;347,2816;29,7928;10,5863;0,0467;0,1984;-0,0054;171,4120;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4045;30,2405;-0,0613;1,1109;0,045;36,2498;329,9726;350,6288;True;True;-0,1108;0,7357;0,3139;349,862;28,5465;4,2238;0,0971;0,1059;-0,0226;-171,8526;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4050;30,3205;-0,0624;1,1088;0,0459;37,3796;333,6435;353,5181;True;True;-0,0942;0,7619;0,309;350,6397;27,0928;358,5099;0,1761;0,3228;-0,0733;-168,2256;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4055;30,40051;-0,0624;1,1047;0,0463;39,2684;339,1862;357,6404;True;True;-0,0373;0,8423;0,285;350,844;24,3972;349,8341;0,3488;0,4248;-0,11;-162,5118;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4065;30,54051;-0,0434;1,0923;0,052;41,9531;6,2838;13,0828;True;True;0,0978;0,8604;0,2589;349,9069;24,2048;336,0223;0,6063;-0,2658;-0,2917;-151,7722;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4075;30,68051;-0,0364;1,0931;0,0532;39,1786;17,8231;20,2544;True;True;0,214;0,7606;0,2618;359,5151;31,9332;344,1372;0,2816;-0,1405;-0,0226;-150,5169;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4085;30,82051;-0,0382;1,0935;0,0539;38,95;16,5209;19,7739;True;True;0,2453;0,7324;0,2512;345,6499;37,7678;6,8436;0,1631;-0,2175;0,0321;-156,4468;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4095;30,96052;-0,0388;1,0941;0,0559;39,3357;15,0917;19,2883;True;True;0,2169;0,7468;0,2701;351,1104;34,1163;9,6293;-0,149;0,4275;0,1852;-160,9933;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4100;31,02052;-0,0384;1,093;0,0588;39,466;13,7687;18,7879;True;True;0,2152;0,76;0,2875;345,746;30,1559;356,9413;-0,0537;0,2825;0,2774;-153,8880;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17
4105;31,10052;-0,0368;1,0925;0,0613;39,9264;11,078;16,8242;True;True;0,1752;0,826;0,274;352,8322;33,0905;349,7225;-0,378;0,6151;-0,1025;-150,8196;True;False;False;1,0;1,0;1,0;0,7499;0,0;0,0;0,0;0,0;17
4110;31,16052;-0,0354;1,0938;0,0612;40,1112;6,3039;13,015;True;True;0,1248;0,8483;0,2901;349,8721;24,8646;335,9416;-0,8558;0,3311;0,4486;-148,5275;True;False;False;1,0;1,0;1,0;0,7598;0,0;0,0;0,0;0,0;18
4115;31,24052;-0,0377;1,0954;0,0583;40,1275;358,7248;7,9893;True;True;0,0568;0,8695;0,2839;350,6369;17,825;332,5392;-0,5549;0,2842;-0,1217;-146,1977;True;False;False;1,0;1,0;0,9925;0,7103;0,0;0,0;0,0;0,0;18
4120;31,30053;-0,0444;1,0978;0,0536;39,643;348,7103;1,8846;True;True;-0,0058;0,822;0,2968;352,9025;16,4447;335,278;-1,225;-1,1023;0,4259;-151,5714;True;False;False;1,0;1,0;1,0;0,7903;0,0;0,0;0,0;0,0;18
4130;31,44053;-0,0587;1,1027;0,0476;37,6813;332,6065;353,4724;True;True;-0,0862;0,7139;0,3081;350,9817;15,0921;353,6623;-0,4062;-1,4404;-0,1581;-154,4876;True;False;False;1,0;1,0;0,9398;0,6635;0,0;0,0;0,0;0,0;18
4135;31,52053;-0,0622;1,1035;0,0488;37,6099;330,7664;352,5301;True;True;-0,105;0,6945;0,2931;338,46;23,0209;17,5406;-0,3954;0,1176;-0,5865;-170,8102;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4145;31,66053;-0,0661;1,1025;0,0576;37,3875;330,0027;351,2368;True;True;-0,0974;0,7284;0,3038;350,8356;28,4371;16,9852;0,1398;0,1341;0,1296;170,2097;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4150;31,74054;-0,066;1,0996;0,0642;37,1301;334,7698;353,3053;True;True;-0,0823;0,7365;0,3065;351,069;26,3581;7,8881;0,2668;0,2824;-0,0603;173,1359;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4155;31,82054;-0,0625;1,0947;0,068;39,3966;342,3525;357,3449;True;True;-0,0447;0,7977;0,283;350,662;23,1915;355,4373;0,3657;0,5597;-0,1799;-174,5282;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4160;31,88054;-0,0517;1,0898;0,0699;41,0424;355,5296;5,8676;True;True;0,0219;0,8442;0,2589;344,1351;22,5248;335,8137;1,2197;0,0855;-0,1751;-171,1547;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4165;31,96054;-0,0347;1,0866;0,0701;40,0939;13,2458;17,2046;True;True;0,0976;0,8554;0,2535;342,4673;26,8499;327,9947;0,723;0,1866;-0,0867;-160,0851;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4170;32,02054;-0,0241;1,0864;0,069;38,0002;22,7243;22,1322;True;True;0,1796;0,834;0,2645;351,1867;30,5846;331,3148;1,7604;-0,855;0,669;-152,1757;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4175;32,10054;-0,0214;1,0883;0,0667;36,9928;25,6633;24,1528;True;True;0,2607;0,7856;0,2785;358,6163;38,166;351,469;0,7149;-0,3166;-0,006;-147,6400;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4180;32,16055;-0,0229;1,0907;0,065;36,4969;24,471;23,8484;True;True;0,3064;0,7476;0,2652;349,1755;39,9312;12,7184;0,4125;-0,2139;-0,7426;-146,0999;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4185;32,24055;-0,0242;1,0921;0,0635;35,9877;22,4884;22,9259;True;True;0,2926;0,7499;0,2369;332,1067;33,745;31,9412;-0,1752;-0,0003;-0,2675;-153,1586;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4190;32,30055;-0,0246;1,0926;0,0619;36,4449;21,0826;21,9282;True;True;0,2709;0,7405;0,2442;334,0447;34,5127;41,1479;-0,2144;-0,1407;0,1451;-163,0241;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4195;32,38055;-0,0273;1,093;0,0635;37,0561;17,478;19,185;True;True;0,2476;0,7526;0,259;339,7203;37,3962;37,271;-0,1683;0,0425;0,1445;164,3904;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4200;32,44055;-0,0297;1,0941;0,0663;36,3991;12,0655;15,89;True;True;0,2396;0,7898;0,2666;352,1567;41,887;11,6311;-0,0776;0,5859;0,2153;164,5372;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18
4205;32,52055;-0,0288;1,095;0,0672;37,223;8,1596;12,6298;True;True;0,1982;0,8255;0,2728;347,7898;34,8928;352,1697;-0,4607;0,4243;0,0503;-163,1300;True;False;False;1,0;1,0;1,0;0,8003;0,0;0,0;0,0;0,0;18
4210;32,58055;-0,0306;1,0952;0,0679;37,3203;1,5325;8,138;True;True;0,1343;0,8652;0,2852;346,7373;25,2551;346,5794;-1,0391;0,2338;0,4557;-160,8774;True;False;False;1,0;1,0;0,9982;0,7531;0,0;0,0;0,0;0,0;19
4220;32,72056;-0,0459;1,0968;0,0623;36,6215;340,9467;356,0719;True;True;0,0104;0,8425;0,3087;0,1649;21,781;340,5756;-0,7139;-0,698;0,484;-161,8896;True;False;False;1,0;1,0;1,0;0,8229;0,0;0,0;0,0;0,0;19
4235;32,94056;-0,0629;1,1002;0,0613;35,4528;327,9178;349,6765;True;True;-0,0942;0,687;0,359;351,6033;19,7869;4,3303;-0,0537;-0,4918;-0,0255;-165,7146;True;False;False;1,0;1,0;1,0;0,8585;0,0;0,0;0,0;0,0;19
4240;33,02057;-0,0645;1,1003;0,0659;35,2351;329,2803;350,271;True;True;-0,0867;0,7138;0,3279;342,1723;31,3866;17,8188;-0,0127;0,0294;-0,0662;-174,3385;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4250;33,16057;-0,0585;1,0949;0,0707;38,1399;340,1765;356,7139;True;True;-0,0501;0,7658;0,3144;351,5408;29,3332;1,5784;0,2613;1,202;-0,5478;-172,1816;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4255;33,24057;-0,0526;1,0915;0,0707;38,9067;349,6563;3,5307;True;True;0,0045;0,8382;0,2852;349,3439;22,0004;338,1923;1,1393;0,6245;-0,5058;-165,2768;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4260;33,32057;-0,0455;1,0876;0,0666;40,8601;359,9234;10,1415;True;True;0,0381;0,8545;0,2834;339,978;31,7813;320,1048;0,3992;0,2812;-0,1126;-154,6335;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4270;33,46058;-0,0484;1,0871;0,056;42,0216;3,3545;13,7486;True;True;0,1355;0,8102;0,286;3,1195;37,1316;316,7965;0,4096;-0,2151;0,0155;-140,3060;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4280;33,60058;-0,0514;1,0946;0,0472;40,1377;359,9086;10,5983;True;True;0,0873;0,74;0,274;356,5544;54,3726;351,0764;-0,4982;0,1754;-0,1369;-160,9311;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4290;33,74058;-0,0575;1,102;0,0423;38,7051;356,8639;9,8574;True;True;0,0776;0,7067;0,2929;350,7275;51,5439;3,1789;0,0377;-0,0583;0,2275;-170,3882;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4300;33,88058;-0,0604;1,1052;0,0425;37,1424;354,5114;8,7759;True;True;0,092;0,7221;0,3123;1,1221;48,7895;4,7647;0,2148;0,1384;-0,0146;-172,9465;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19
4310;34,02059;-0,0577;1,1047;0,0487;36,1649;351,7837;6,095;True;True;0,1053;0,8167;0,2992;355,0025;47,8027;346,1094;0,0064;0,5366;-0,1018;-163,7775;True;False;False;1,0;1,0;0,9652;0,7053;0,0;0,0;0,0;0,0;19
4315;34,08059;-0,0569;1,1073;0,0502;34,5868;347,1754;2,7699;True;True;0,0851;0,8565;0,2839;5,6143;44,9907;334,2988;-0,6238;0,6075;-0,1529;-160,0016;True;False;False;1,0;1,0;0,9794;0,6955;0,0;0,0;0,0;0,0;20
4320;34,16059;-0,067;1,111;0,0458;32,3173;334,2536;355,2008;True;True;0,0363;0,8719;0,2746;7,288;39,1523;331,7343;-0,4625;0,1465;-0,0204;-159,3738;True;False;False;1,0;1,0;1,0;0,8737;0,0;0,0;0,0;0,0;20
4330;34,30059;-0,0991;1,1117;0,0277;29,159;303,5087;339,4647;True;True;-0,0702;0,8017;0,3012;348,2632;27,6139;342,0288;-0,4392;-0,3376;0,2013;-165,4261;True;False;False;1,0;1,0;1,0;0,8286;0,0;0,0;0,0;0,0;20
4335;34,3806;-0,1113;1,1047;0,0236;30,0102;293,7326;334,0305;True;True;-0,0823;0,7378;0,3307;348,9834;20,8827;351,9342;-0,0303;-0,2619;0,151;-166,5946;True;False;False;1,0;1,0;0,9709;0,72;0,0;0,0;0,0;0,0;20
4340;34,4606;-0,1132;1,0994;0,0295;33,353;295,1572;334,6874;True;True;-0,0809;0,7195;0,3473;345,0419;21,022;17,9906;-0,0681;0,0025;-0,1074;-171,0954;False;True;False;0,0;0,0;0,0;0,0;0,1438;0,4727;0,5724;0,6768;20
4345;34,5406;-0,1096;1,0958;0,0401;36,2855;302,2432;337,5752;True;True;-0,0884;0,7705;0,2993;339,68;31,3589;32,9682;0,0107;0,157;-0,1484;160,5119;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4350;34,6206;-0,0959;1,0899;0,054;40,3011;318,4039;345,2123;True;True;-0,0769;0,763;0,3149;339,5909;30,4711;21,0289;0,0173;0,0989;-0,051;160,6812;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4355;34,7006;-0,0835;1,0858;0,0579;43,5828;334,8329;355,6175;True;True;-0,0582;0,816;0,3006;344,4524;30,6388;18,0825;0,2493;0,5186;-0,186;167,6484;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4365;34,84061;-0,0712;1,0841;0,0593;43,056;355,1675;10,3371;True;True;0,0289;0,8535;0,2867;345,5475;26,8251;349,0419;0,4435;0,236;-0,1125;-165,2286;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4370;34,90061;-0,0641;1,0849;0,0556;42,84;3,7703;15,6453;True;True;0,0674;0,866;0,2743;349,1873;32,7599;331,5313;0,7299;0,2928;-0,48;-153,5025;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4375;34,98061;-0,0602;1,086;0,0518;43,0039;9,0615;18,1907;True;True;0,1038;0,8349;0,2865;354,7943;35,523;330,227;0,3828;-0,2998;0,1987;-150,7587;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4385;35,12061;-0,0603;1,088;0,0458;42,8774;9,6088;18,0926;True;True;0,1333;0,7415;0,2774;348,0936;41,039;349,1552;-0,2706;-0,2015;-0,174;-153,6518;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4395;35,26062;-0,0631;1,0915;0,0481;40,2788;6,897;16,9938;True;True;0,1385;0,7029;0,3009;344,928;48,2218;16,4848;-0,1649;0,386;-0,064;-178,3945;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
