Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;NumRepeticion
4405;35,40062;-0,0577;1,0931;0,0547;40,224;3,707;14,0826;True;True;0,1343;0,7842;0,3;351,2985;46,0486;4,8866;0,0125;0,3986;-0,0096;-171,6105;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20
4410;35,46062;-0,0527;1,0954;0,0572;39,4509;3,5987;13,216;True;True;0,102;0,8384;0,302;349,9896;42,9467;355,6498;-0,7007;1,227;-0,1998;-158,6814;True;False;False;1,0;1,0;0,9289;0,7024;0,0;0,0;0,0;0,0;20
4415;35,54062;-0,0498;1,0967;0,0578;38,6561;1,0647;10,9841;True;True;0,0744;0,8647;0,2974;352,4926;38,6288;346,9106;-0,2469;0,2225;0,0133;-156,8418;True;False;False;1,0;1,0;0,922;0,689;0,0;0,0;0,0;0,0;21
4420;35,60062;-0,0497;1,0977;0,0575;38,6232;354,3987;6,3069;True;True;0,0235;0,8487;0,3044;355,8963;33,6487;342,1066;-1,3124;-0,9085;0,2092;-158,1029;True;False;False;1,0;1,0;0,9347;0,713;0,0;0,0;0,0;0,0;21
4425;35,68063;-0,0546;1,0975;0,0553;38,6651;345,5355;0,595;True;True;-0,0246;0,815;0,3049;352,3195;29,036;340,8576;-0,4287;-0,1943;0,0574;-157,1829;True;False;False;1,0;1,0;0,9314;0,7384;0,0;0,0;0,0;0,0;21
4430;35,74063;-0,0593;1,1001;0,0532;37,2985;336,8625;355,7052;True;True;-0,0607;0,7723;0,3132;351,2072;21,726;346,1018;-0,7515;-1,3901;0,3813;-160,9572;True;False;False;1,0;1,0;0,9109;0,7039;0,0;0,0;0,0;0,0;21
4440;35,88063;-0,065;1,1039;0,0538;35,7695;327,1139;349,0346;True;True;-0,1043;0,6914;0,3153;351,3358;15,5306;3,2285;0,1365;0,3011;-0,5807;-166,3128;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4445;35,96063;-0,0655;1,1009;0,0555;36,971;326,9966;349,3642;True;True;-0,1048;0,7165;0,2908;345,8715;17,8741;16,8992;0,0417;-0,0764;0,0314;173,0204;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4455;36,10064;-0,0583;1,099;0,0595;38,1462;331,1872;350,9747;True;True;-0,0866;0,728;0,3041;345,195;19,5479;13,5793;0,1378;0,3544;0,0044;-177,5671;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4460;36,18064;-0,0518;1,0973;0,0601;39,2676;338,2292;354,8111;True;True;-0,0748;0,7544;0,2927;344,0917;20,5907;12,7207;0,1002;0,4716;-0,1791;-177,9562;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4470;36,32064;-0,0408;1,0835;0,0601;45,3885;355,3558;7,1389;True;True;0,0245;0,8402;0,2286;340,8324;20,8881;13,6641;1,8099;0,42;-0,2833;173,0151;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4475;36,40064;-0,0383;1,0805;0,0625;45,4724;0,6086;9,979;True;True;0,0791;0,8283;0,2373;348,215;17,8977;4,9967;0,5002;0,0618;-0,1214;-169,5234;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4480;36,46064;-0,0387;1,0799;0,0635;45,3443;1,6845;11,1761;True;True;0,1208;0,7872;0,2489;353,4353;13,4394;351,4951;1,0161;-1,1286;0,1765;-147,2386;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4485;36,54065;-0,0406;1,0804;0,0625;45,1396;0,848;10,9167;True;True;0,1388;0,7448;0,2566;351,1457;14,006;337,6359;0,2347;-0,4216;0,0861;-132,2779;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4490;36,60065;-0,0425;1,0816;0,0607;45,2352;359,3651;10,1644;True;True;0,1317;0,7425;0,2492;350,5132;15,476;344,3898;-0,3432;0,2699;-0,2583;-142,1952;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4495;36,68065;-0,0456;1,082;0,0581;45,6484;357,5842;9,5637;True;True;0,0964;0,7294;0,2408;351,0954;10,1612;355,3434;-0,2639;-0,2693;-0,0029;-152,0227;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4500;36,74065;-0,0501;1,0829;0,0576;44,8242;356,4067;10,1132;True;True;0,0846;0,7184;0,2485;350,4381;6,1263;3,5434;-0,1524;-0,0322;0,0141;-151,4948;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4505;36,82065;-0,0533;1,0846;0,057;44,3021;355,1534;9,6581;True;True;0,0788;0,7135;0,2433;353,5865;3,8633;8,6135;-0,064;-0,0865;-0,022;-153,1872;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4510;36,88065;-0,0553;1,0855;0,059;43,2438;355,0027;9,4383;True;True;0,0805;0,7188;0,2446;355,5714;358,7705;7,3774;0,1693;0,1614;0,122;-150,6123;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4515;36,96066;-0,0558;1,0862;0,0626;42,1087;355,1446;9,3422;True;True;0,1122;0,7459;0,273;354,6582;4,1703;0,7834;0,2312;0,2487;0,1955;-147,4775;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4520;37,02066;-0,0539;1,0888;0,0652;40,8504;353,5547;7,539;True;True;0,1181;0,8063;0,2872;359,6866;12,2412;349,2907;-0,2432;1,2661;0,7306;-149,3420;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4525;37,10066;-0,0519;1,0931;0,0648;39,0872;351,1101;4,6181;True;True;0,0881;0,8393;0,2903;358,8422;10,7589;341,0021;-0,2935;0,2926;-0,0166;-148,7495;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21
4530;37,16066;-0,054;1,0972;0,0619;38,0668;345,8748;0,6266;True;True;0,0274;0,852;0,2982;354,9657;10,3794;335,3195;-1,422;0,208;0,3394;-146,9619;True;False;False;1,0;1,0;0,9328;0,6985;0,0;0,0;0,0;0,0;21
4540;37,30066;-0,0656;1,099;0,0534;36,9219;331,4582;353,5251;True;True;-0,0712;0,7707;0,3137;356,8797;6,2087;337,7176;-0,6203;-1,0207;-0,0461;-149,8553;True;False;False;1,0;1,0;0,8374;0,5578;0,0;0,0;0,0;0,0;22
4545;37,38066;-0,0699;1,0989;0,0538;37,1268;327,0785;350,7453;True;True;-0,102;0,6925;0,3191;354,7783;10,2435;351,538;-0,0865;-1,018;0,1923;-154,2631;True;False;False;1,0;1,0;0,8836;0,5985;0,0;0,0;0,0;0,0;22
4550;37,46067;-0,0717;1,0972;0,0567;37,6154;327,3152;351,005;True;True;-0,1019;0,7094;0,2796;345,6786;17,2286;5,716;-0,0843;0,4961;-0,6284;-166,8968;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4555;37,54067;-0,0708;1,0955;0,0623;38,7068;329,5703;352,2934;True;True;-0,0984;0,7139;0,292;348,6346;20,6809;8,9379;0,078;-0,014;0,1607;-175,1208;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4565;37,68067;-0,0587;1,0904;0,0732;40,1303;346,0791;1,7254;True;True;-0,0557;0,7975;0,2763;350,3837;16,748;358,1936;0,6166;1,0;-0,253;-168,6841;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4570;37,76067;-0,0495;1,086;0,0757;41,0019;359,6049;10,2801;True;True;0,017;0,8395;0,2524;347,7847;17,0905;343,0622;0,6674;-0,0514;0,119;-164,9539;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4580;37,90068;-0,0509;1,0868;0,0734;39,9505;0,9844;11,7757;True;True;0,1153;0,7807;0,2895;358,2646;28,5552;317,1573;0,3582;-0,3671;-0,0421;-137,6140;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4590;38,04068;-0,0499;1,0903;0,0673;38,6689;359,7541;10,4104;True;True;0,1196;0,6994;0,3006;2,1026;42,8272;336,2368;-0,1366;-0,4033;-0,3611;-148,5307;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4600;38,18068;-0,0542;1,0938;0,0626;38,9534;356,3467;9,1845;True;True;0,0858;0,68;0,2996;350,1117;40,3316;356,9589;-0,1169;-0,0875;0,0847;-164,8864;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22
4610;38,32069;-0,0604;1,0947;0,0641;39,0714;354,6629;9,0891;True;True;0,0943;0,708;0,3096;356,4846;34,955;350,5262;0,0108;0,2614;0,0017;-157,5871;True;False;False;1,0;1,0;1,0;0,8614;0,0;0,0;0,0;0,0;22
4620;38,46069;-0,058;1,0942;0,0651;38,9602;352,0247;6,0381;True;True;0,088;0,8112;0,2908;355,6273;33,912;334,4634;-0,2456;0,3848;-0,448;-153,3296;True;False;False;1,0;1,0;1,0;0,9217;0,0;0,0;0,0;0,0;23
4630;38,60069;-0,0608;1,097;0,0566;38,2814;342,8721;359,6496;True;True;0,0062;0,8365;0,2892;351,4457;25,4603;329,5491;-0,4376;-0,0038;0,0095;-151,5335;True;False;False;1,0;1,0;1,0;0,8906;0,0;0,0;0,0;0,0;23
4635;38,66069;-0,065;1,0979;0,0506;38,5289;335,9213;355,5319;True;True;-0,0484;0,8039;0,3031;351,9653;19,3136;332,4097;-1,0033;-0,6245;0,249;-152,2244;True;False;False;1,0;1,0;1,0;0,8295;0,0;0,0;0,0;0,0;23
4640;38,7407;-0,0682;1,0981;0,0471;38,6677;331,2152;352,8668;True;True;-0,0827;0,7456;0,309;350,3102;10,8623;343,2139;-0,3479;-0,5429;0,0469;-153,9901;True;False;False;1,0;1,0;0,9383;0,6625;0,0;0,0;0,0;0,0;23
4645;38,8207;-0,0714;1,0985;0,0476;38,875;328,5521;351,6141;True;True;-0,1042;0,7079;0,311;347,0212;7,4115;0,5584;-0,076;-0,0481;-0,0331;-159,7358;True;False;False;1,0;1,0;0,9533;0,7282;0,0;0,0;0,0;0,0;23
4650;38,8807;-0,0738;1,0979;0,0507;39,1804;327,6176;351,1993;True;True;-0,1188;0,722;0,2796;332,3718;11,1465;22,9995;-0,6423;0,5907;-0,9748;175,5927;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4655;38,9607;-0,0734;1,0963;0,0537;40,2269;327,1902;350,5948;True;True;-0,107;0,7197;0,2985;328,9606;21,5195;26,4349;0,4171;-0,2361;0,5233;163,4932;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4660;39,0407;-0,0714;1,0956;0,0553;40,6589;329,1265;350,9736;True;True;-0,1031;0,721;0,3059;333,3067;23,1942;22,3349;0,0469;0,0636;-0,0027;167,7538;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4670;39,18071;-0,0637;1,097;0,0584;40,4202;342,1216;358,7691;True;True;-0,0807;0,7559;0,2908;327,9408;28,8371;11,0377;0,4652;0,763;-0,248;-169,6482;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4675;39,26071;-0,0535;1,0969;0,0612;39,6953;358,2167;9,0329;True;True;-0,0273;0,8661;0,2302;335,3023;32,6701;0,3139;1,6964;3,7094;-2,3205;-170,2835;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4680;39,34071;-0,0475;1,0961;0,0622;37,785;6,3431;13,5089;True;True;0,0464;0,8501;0,2516;351,3691;34,6786;335,9072;0,6064;-0,0982;0,16;-171,9986;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4685;39,40071;-0,0453;1,0978;0,0613;36,5287;9,87;15,5727;True;True;0,114;0,8001;0,3087;352,3727;39,7566;310,4516;1,7416;-1,3997;1,5257;-151,9672;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4690;39,48071;-0,0453;1,1008;0,0585;35,8282;9,9654;15,5976;True;True;0,1944;0,7538;0,3483;344,5425;53,1483;315,0132;0,7069;-0,4052;0,3044;-131,8166;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4695;39,54071;-0,0459;1,1027;0,0554;35,7851;8,9042;14,9015;True;True;0,2048;0,7256;0,3441;346,2027;60,4607;345,2696;0,0449;-0,1178;-0,0945;-141,5412;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4700;39,62072;-0,0472;1,1049;0,0556;35,0737;7,3276;14,4906;True;True;0,189;0,7239;0,3358;341,6224;61,1577;17,1501;-0,1165;-0,0478;-0,0904;-166,7926;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4705;39,68072;-0,0484;1,1059;0,0562;34,5452;5,1752;13,7566;True;True;0,1712;0,7344;0,3264;345,1315;52,0152;13,84;-0,3379;-0,033;0,1258;-176,7876;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4710;39,76072;-0,0483;1,1065;0,0566;34,4975;3,4879;12,405;True;True;0,1718;0,7232;0,3339;350,7452;56,3165;3,4057;0,0928;-0,0762;0,036;-172,3575;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4715;39,82072;-0,0495;1,1063;0,0611;33,8875;1,2399;11,2517;True;True;0,1704;0,7469;0,3358;357,9899;53,3609;356,805;-0,1656;1,0475;0,0033;-167,9611;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23
4720;39,90072;-0,0504;1,103;0,0634;35,3389;356,3841;8,3527;True;True;0,1418;0,7917;0,3318;0,1538;38,9284;337,7335;-0,259;0,3173;-0,1413;-159,7492;True;False;False;1,0;1,0;1,0;0,8336;0,0;0,0;0,0;0,0;23
4725;39,96072;-0,0516;1,0998;0,063;36,7987;350,6673;4,1889;True;True;0,0722;0,8398;0,3098;349,7794;27,427;326,0402;-1,6367;1,2469;-0,9213;-142,8749;True;False;False;1,0;1,0;1,0;0,9747;0,0;0,0;0,0;0,0;24
4730;40,04073;-0,0543;1,0977;0,0596;37,7358;345,2777;0,6952;True;True;0,0072;0,8643;0,2914;359,5026;17,1306;331,9352;-0,8185;-0,0111;-0,3222;-148,7101;True;False;False;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;24
4735;40,10073;-0,0592;1,0977;0,0567;37,2024;339,7618;357,4978;True;True;-0,0446;0,8246;0,2854;352,2362;11,5129;335,9973;-0,8669;-1,0969;0,4221;-155,2328;True;False;False;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;24
4745;40,24073;-0,0702;1,0985;0,0539;37,4959;331,0843;352,0684;True;True;-0,0938;0,7188;0,2962;356,3623;6,7194;355,6949;-0,0581;-0,354;0,1365;-160,0743;True;False;False;1,0;1,0;1,0;0,8402;0,0;0,0;0,0;0,0;24
4750;40,32073;-0,0762;1,098;0,0562;37,6698;329,4612;351,4762;True;True;-0,1084;0,7158;0,2924;352,9597;13,8838;20,6484;-0,0818;0,177;-0,1692;-173,3370;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4760;40,46074;-0,0779;1,0942;0,062;39,4877;331,4113;352,6187;True;True;-0,0902;0,7144;0,3012;345,4443;18,4945;13,5861;-0,0126;0,4527;0,1159;-177,5140;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4765;40,54074;-0,0777;1,0939;0,0626;39,9823;335,2356;355,0433;True;True;-0,09;0,7287;0,303;348,2496;19,2488;10,0073;0,0232;0,1572;-0,0117;-177,3459;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4775;40,68074;-0,0738;1,0938;0,0605;40,464;347,7495;3,8153;True;True;-0,0263;0,823;0,2659;340,4824;28,9764;351,6776;1,3366;1,375;-0,8617;-171,5779;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4780;40,76074;-0,0644;1,0943;0,0598;39,5945;358,8952;10,6065;True;True;0,0259;0,8657;0,2445;336,3179;39,2467;352,65;0,419;0,4243;-0,1837;-171,5374;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4785;40,82074;-0,0506;1,0958;0,0583;36,1566;14,7258;19,5576;True;True;0,0999;0,8596;0,2444;342,0582;48,5981;353,3802;1,4549;-0,4473;0,1993;-174,1886;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4790;40,90075;-0,0462;1,0966;0,0546;34,8587;20,2235;22,4379;True;True;0,1655;0,8025;0,2757;346,1078;56,3733;342,0619;0,6113;-0,3552;0,1655;-170,0341;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4795;40,96075;-0,0474;1,0991;0,0514;34,6028;19,647;22,1637;True;True;0,2331;0,7439;0,3041;342,0323;63,8135;354,4369;1,0924;-0,8228;0,4923;-165,3419;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4800;41,04075;-0,049;1,1009;0,0495;34,662;17,444;20,941;True;True;0,2326;0,7442;0,2922;336,9616;71,4175;13,6171;-0,0539;0,0758;-0,1138;-171,3512;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4805;41,10075;-0,0507;1,1021;0,0492;34,6369;16,0554;20,5968;True;True;0,2355;0,7289;0,2971;345,8027;74,8115;18,6146;0,098;-0,5924;0,3298;172,9790;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4810;41,18075;-0,0542;1,1023;0,051;35,3243;12,8343;19,116;True;True;0,2393;0,7131;0,3076;348,6049;72,9694;15,7826;0,0755;-0,1279;0,1004;173,7957;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4815;41,24075;-0,0567;1,101;0,0556;35,8711;8,564;17,1892;True;True;0,2323;0,7317;0,316;353,5147;65,9774;2,8391;-0,291;0,733;0,2349;-174,3758;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24
4820;41,32076;-0,0555;1,0973;0,0601;37,5842;4,5531;14,2128;True;True;0,1918;0,7792;0,3087;1,1075;55,4604;347,0828;-0,309;0,2463;0,0056;-168,6527;True;False;False;1,0;1,0;0,8468;0,6149;0,0;0,0;0,0;0,0;24
4825;41,38076;-0,0538;1,0915;0,0622;40,4211;359,9525;10,7551;True;True;0,1246;0,8401;0,2896;347,6793;40,8404;337,1299;-1,2386;0,4569;0,1659;-163,8281;True;False;False;1,0;1,0;0,9852;0,7226;0,0;0,0;0,0;0,0;25
4830;41,46076;-0,0548;1,0869;0,0609;43,1428;353,0665;6,1034;True;True;0,0638;0,8544;0,2878;339,8278;28,7266;330,55;-0,6228;0,2987;-0,1407;-160,7297;True;False;False;1,0;1,0;1,0;0,8432;0,0;0,0;0,0;0,0;25
4835;41,52076;-0,0581;1,0855;0,0573;44,3263;344,5474;359,8911;True;True;0,0008;0,838;0,2911;355,9937;21,8306;337,6729;-1,1725;-0,6495;0,2861;-162,7504;True;False;False;1,0;1,0;1,0;0,8964;0,0;0,0;0,0;0,0;25
4845;41,66076;-0,0654;1,0898;0,0543;43,1893;335,0125;353,8362;True;True;-0,0765;0,7378;0,3253;348,5139;13,7887;349,3665;-0,258;-1,1364;0,4465;-158,4273;True;False;False;1,0;1,0;1,0;0,8056;0,0;0,0;0,0;0,0;25
4855;41,80077;-0,0712;1,0926;0,0586;42,4042;332,2521;352,052;True;True;-0,0903;0,7225;0,3113;337,5209;24,4148;19,9027;0,0673;0,1705;-0,3575;178,7244;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4865;41,94077;-0,0696;1,0913;0,0614;43,292;336,235;354,1782;True;True;-0,0842;0,7249;0,3167;344,818;31,103;20,7952;-0,0122;0,0769;0,0408;170,9447;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4875;42,08077;-0,0713;1,0906;0,0584;43,5129;343,4341;0,0141;True;True;-0,0514;0,7913;0,2897;342,6084;30,8807;9,3072;0,1404;0,426;-0,1328;-173,3184;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4880;42,14077;-0,0652;1,0907;0,0597;42,2263;354,2136;7,3087;True;True;-0,0046;0,8308;0,2528;335,4264;33,1875;359,1936;1,0976;0,4496;-0,8294;-170,1356;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4885;42,22078;-0,0547;1,0901;0,0615;40,2051;8,7353;15,6077;True;True;0,0518;0,8498;0,2349;333,3026;37,8572;346,8159;0,5621;0,1343;-0,1428;-168,1340;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4890;42,28078;-0,0468;1,0897;0,0607;38,2956;19,1894;21,2982;True;True;0,1305;0,8156;0,2632;347,873;39,813;334,9748;1,9893;-1,2833;1,0862;-161,1706;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4895;42,36078;-0,0428;1,0906;0,0592;37,046;23,8334;23,4228;True;True;0,2145;0,7577;0,2998;347,7523;45,7124;330,3646;0,6765;-0,4223;0,4722;-149,8410;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4905;42,50078;-0,0419;1,094;0,0579;36,7203;23,1429;22,7566;True;True;0,2612;0,7331;0,2918;335,0672;64,2363;4,7422;-0,5119;0,2229;-0,1638;-172,0699;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4915;42,64079;-0,0431;1,0946;0,0619;37,1484;19,3403;20,7826;True;True;0,2487;0,7347;0,3003;356,0147;69,1881;17,2327;0,1328;-0,0888;0,1582;172,8009;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4920;42,70079;-0,0421;1,0942;0,0647;37,7672;15,8993;18,962;True;True;0,2329;0,7608;0,3072;352,302;61,7568;6,2532;-0,74;0,9613;-0,0253;-166,2377;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25
4925;42,78079;-0,0411;1,0929;0,0651;39,5903;9,9143;14,5541;True;True;0,1659;0,8239;0,2885;350,1048;56,9415;354,5123;-0,5105;0,3835;-0,1381;-155,7563;True;False;False;1,0;1,0;0,9589;0,6996;0,0;0,0;0,0;0,0;25
4930;42,84079;-0,0453;1,0891;0,0623;42,3175;358,5508;7,2269;True;True;0,0791;0,8537;0,2883;345,8161;50,5111;343,7935;-1,9856;0,7796;-0,5094;-146,3186;True;False;False;1,0;1,0;1,0;0,7402;0,0;0,0;0,0;0,0;26
4935;42,92079;-0,0511;1,0877;0,0571;43,5534;346,8828;359,825;True;True;0,009;0,8566;0,2688;347,7081;38,1806;338,688;-0,6855;0,07;-0,1618;-151,0004;True;False;False;1,0;1,0;1,0;0,8283;0,0;0,0;0,0;0,0;26
4940;42,98079;-0,0572;1,0894;0,0526;42,7309;339,2718;355,4404;True;True;-0,0386;0,8018;0,2737;351,0005;24,2792;339,1865;-0,6638;-1,1334;-0,0882;-154,4668;True;False;False;1,0;1,0;1,0;0,8241;0,0;0,0;0,0;0,0;26
4945;43,06079;-0,0624;1,0925;0,0498;42,1343;334,9801;353,6292;True;True;-0,0701;0,7422;0,293;350,071;16,7505;345,1357;-0,3467;-0,5571;0,12;-156,3418;True;False;False;1,0;1,0;1,0;0,7632;0,0;0,0;0,0;0,0;26
4950;43,1208;-0,067;1,0982;0,0536;38,6541;333,1194;353,2616;True;True;-0,0668;0,7214;0,2953;348,9932;9,2526;359,2355;-0,0342;-0,0493;0,0374;-158,8234;True;False;False;1,0;1,0;1,0;0,7339;0,0;0,0;0,0;0,0;26
4965;43,3408;-0,0667;1,0895;0,0652;41,7896;337,4236;354,6526;True;True;-0,0437;0,749;0,2873;345,704;18,8882;1,315;0,1287;0,0975;0,0493;-173,3269;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26
4975;43,4808;-0,0553;1,0856;0,0691;43,0056;354,8704;6,2694;True;True;0,0238;0,8224;0,2833;352,4848;16,7198;346,9844;0,6859;0,2978;0,009;-160,9199;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26
4985;43,62081;-0,049;1,0827;0,0684;43,444;5,5955;13,8307;True;True;0,117;0,7899;0,308;356,8175;32,1094;323,9923;0,7943;-1,133;0,3778;-143,6226;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26
4995;43,76081;-0,0536;1,0847;0,0644;42,6805;3,5939;12,9428;True;True;0,1371;0,7504;0,3094;349,2366;25,6128;352,4012;-0,5324;0,3178;-0,6133;-146,4757;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26
5000;43,84081;-0,0563;1,0861;0,0606;43,1227;2,088;12,627;True;True;0,1068;0,7182;0,3165;343,6342;19,2697;8,3003;-0,206;-0,3182;0,0737;-151,5942;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26
5005;43,90081;-0,0588;1,0895;0,0568;42,4801;0,2426;11,8636;True;True;0,0924;0,7081;0,3203;344,6325;19,5889;10,4593;-0,3346;-0,5138;0,2319;-157,0562;False;True;False;0,0;0,0;0,0;0,0;0,2104;0,297;0,4071;0,4456;26
5010;43,98082;-0,0603;1,0932;0,0536;41,5972;359,3544;11,4871;True;True;0,0862;0,707;0,3261;349,0866;15,4174;8,5544;-0,0262;0,032;0,0199;-153,9807;False;True;False;0,0;0,0;0,0;0,0;0,2866;0,3478;0,4516;0,4731;26
5015;44,04082;-0,0612;1,0952;0,0524;40,827;359,0778;11,0733;True;True;0,0879;0,7128;0,3308;351,4037;16,0827;2,4906;0,0357;0,1713;0,1585;-150,9979;True;False;False;1,0;1,0;1,0;0,9744;0,0;0,0;0,0;0,0;26
5025;44,18082;-0,0624;1,0944;0,0553;40,3823;358,8007;10,939;True;True;0,1036;0,7891;0,3147;353,9745;21,1694;346,2021;-0,0621;1,8548;-0,724;-145,4973;True;False;False;1,0;1,0;1,0;0,9742;0,0;0,0;0,0;0,0;27
5035;44,32082;-0,061;1,0917;0,0559;41,6691;354,2384;6,6013;True;True;0,066;0,8505;0,3002;348,8331;19,9821;332,3389;-0,7116;0,2535;-0,1389;-146,7806;True;False;False;1,0;1,0;1,0;0,9695;0,0;0,0;0,0;0,0;27
5045;44,46083;-0,0709;1,0925;0,0506;41,7424;341,9913;359,355;True;True;-0,0457;0,8007;0,3126;348,1196;11,661;332,7025;-1,4204;-1,2964;0,5494;-146,6134;True;False;False;1,0;1,0;1,0;0,8768;0,0;0,0;0,0;0,0;27
5055;44,60083;-0,0793;1,0957;0,0494;41,2682;335,9697;356,4709;True;True;-0,0957;0,6992;0,3277;346,343;4,7854;356,3255;-0,0477;0,5229;-0,3783;-151,3117;True;False;False;1,0;1,0;1,0;0,7826;0,0;0,0;0,0;0,0;27
